repo_url,timestamp,comment,n_additions,n_deletions,changes,n_passed,n_run,tests_passed
30cb82675b2c6cfd46b6811465bdc353,2019-10-23T06:50:42Z,Update README.md,2,2,4,0,8,0.0
30cb82675b2c6cfd46b6811465bdc353,2019-10-23T06:51:54Z,Update StringManipulator.java,51,17,68,6,8,0.75
f3f8a662aa654dd633c67edd6117eba0,2019-10-22T18:12:00Z,Merge branch 'master' of https://github.com/wwu-csci-145-2/lab3-aiden-zappone,0,0,0,8,8,1.0
f3f8a662aa654dd633c67edd6117eba0,2019-10-23T06:23:25Z,Update README.md,0,237,237,8,8,1.0
f3f8a662aa654dd633c67edd6117eba0,2019-10-23T06:25:31Z,Update README.md,2,0,2,8,8,1.0
f3f8a662aa654dd633c67edd6117eba0,2019-10-15T17:05:29Z,Initial commit,556,0,556,0,8,0.0
f3f8a662aa654dd633c67edd6117eba0,2019-10-15T18:46:47Z,"completed some methods, still need to work on",50,9,59,0,0,-1.0
f3f8a662aa654dd633c67edd6117eba0,2019-10-22T16:37:31Z,Update README.md,234,1,235,0,0,-1.0
46893a37796ca5ce9a0f11d226f6efce,2019-10-20T04:24:24Z,Initial commit,556,0,556,0,8,0.0
d5640462bac623055b32d1b16d57c8a7,2019-10-20T05:53:54Z,Initial commit,556,0,556,0,8,0.0
d5640462bac623055b32d1b16d57c8a7,2019-10-23T03:31:07Z,String Manipulator,215,53,268,5,8,0.625
d5640462bac623055b32d1b16d57c8a7,2019-10-23T03:33:11Z,Update README.md,4,2,6,5,8,0.625
d5640462bac623055b32d1b16d57c8a7,2019-10-23T03:33:42Z,Update README.md,1,1,2,5,8,0.625
d5640462bac623055b32d1b16d57c8a7,2019-10-23T04:18:05Z,error fixed,4,2,6,7,8,0.875
d5640462bac623055b32d1b16d57c8a7,2019-10-23T04:26:10Z,Update README.md,20,0,20,7,8,0.875
d6627c2192d17dbb16d03cef6b528047,2019-10-18T07:43:41Z,yay,23,14,37,8,8,1.0
d6627c2192d17dbb16d03cef6b528047,2019-10-18T07:45:59Z,yo,2,2,4,8,8,1.0
d6627c2192d17dbb16d03cef6b528047,2019-10-15T17:28:40Z,Initial commit,556,0,556,0,8,0.0
d6627c2192d17dbb16d03cef6b528047,2019-10-18T07:00:28Z,yay,130,19,149,0,0,-1.0
c7ce2d7f944786d8530a03c52ff892de,2019-10-22T17:08:40Z,fixed problem with double printing,203,90,293,6,8,0.75
c7ce2d7f944786d8530a03c52ff892de,2019-10-22T17:15:48Z,made remove mutate the string,2,1,3,6,8,0.75
c7ce2d7f944786d8530a03c52ff892de,2019-10-22T17:32:03Z,Allowed for random capitals in command,1,1,2,7,8,0.875
c7ce2d7f944786d8530a03c52ff892de,2019-10-22T17:36:00Z,Allowed for random capitals in command,31,31,62,7,8,0.875
4f429b22038ef6163ef96d9927a43a6a,2019-10-16T22:53:57Z,Initial commit,556,0,556,0,8,0.0
4f429b22038ef6163ef96d9927a43a6a,2019-10-17T15:33:33Z,progress,45,3,48,0,0,-1.0
4f429b22038ef6163ef96d9927a43a6a,2019-10-21T19:44:20Z,progress,30,10,40,0,0,-1.0
4f429b22038ef6163ef96d9927a43a6a,2019-10-23T05:32:05Z,progress,90,9,99,0,0,-1.0
4f429b22038ef6163ef96d9927a43a6a,2019-10-23T06:53:10Z,finished program,96,87,183,4,8,0.5
4f429b22038ef6163ef96d9927a43a6a,2019-10-23T06:58:26Z,updated,2,0,2,4,8,0.5
4f429b22038ef6163ef96d9927a43a6a,2019-10-23T06:59:24Z,updated,1,1,2,4,8,0.5
4f429b22038ef6163ef96d9927a43a6a,2019-10-23T07:00:52Z,updated,1,0,1,4,8,0.5
4f429b22038ef6163ef96d9927a43a6a,2019-10-23T07:01:53Z,Update README.md,2,2,4,4,8,0.5
7400f5742c0a16e37d030866c11c9945,2019-10-13T15:35:30Z,Initial commit,556,0,556,0,8,0.0
7400f5742c0a16e37d030866c11c9945,2019-10-23T02:46:21Z,"made variables for the methods,operating with main",2,2,4,0,0,-1.0
8307d0a0e8f3d03b6f5fd9ba1972c0ee,2019-10-21T21:41:43Z,Might have fixed Replace Single bug,10,7,17,8,8,1.0
8307d0a0e8f3d03b6f5fd9ba1972c0ee,2019-10-22T08:10:43Z,Deleted dead code,11,30,41,8,8,1.0
8307d0a0e8f3d03b6f5fd9ba1972c0ee,2019-10-22T19:26:47Z,added final comments. Final push.,6,8,14,8,8,1.0
8307d0a0e8f3d03b6f5fd9ba1972c0ee,2019-10-12T03:31:38Z,Initial commit,556,0,556,0,8,0.0
8307d0a0e8f3d03b6f5fd9ba1972c0ee,2019-10-13T00:36:15Z,First method confirming string works,49,53,102,0,8,0.0
8307d0a0e8f3d03b6f5fd9ba1972c0ee,2019-10-15T23:56:48Z,Got quit and print reverse working,38,14,52,0,8,0.0
8307d0a0e8f3d03b6f5fd9ba1972c0ee,2019-10-17T22:11:49Z,Fixed command printing twice error and finished validateStringContainsChar method,54,14,68,2,8,0.25
8307d0a0e8f3d03b6f5fd9ba1972c0ee,2019-10-20T20:47:50Z,Possibly completed the lab,28,19,47,6,8,0.75
8307d0a0e8f3d03b6f5fd9ba1972c0ee,2019-10-20T20:50:13Z,Update README.md,3,2,5,6,8,0.75
8307d0a0e8f3d03b6f5fd9ba1972c0ee,2019-10-21T21:18:09Z,Merge branch 'master' of https://github.com/wwu-csci-145-2/lab3-morimos2,3,2,5,6,8,0.75
60b7d9b554b6ec32856829a794b3d210,2019-12-04T06:10:13Z,Update StringManipulator.java,1,1,2,8,8,1.0
60b7d9b554b6ec32856829a794b3d210,2019-12-04T05:55:24Z,Update StringManipulator.java,3,3,6,8,8,1.0
60b7d9b554b6ec32856829a794b3d210,2019-10-17T18:04:43Z,Initial commit,556,0,556,0,8,0.0
60b7d9b554b6ec32856829a794b3d210,2019-11-05T05:24:18Z,Update StringManipulator.java,182,104,286,0,0,-1.0
60b7d9b554b6ec32856829a794b3d210,2019-11-05T06:52:38Z,Update README.md,2,2,4,0,0,-1.0
60b7d9b554b6ec32856829a794b3d210,2019-12-03T19:17:34Z,Update StringManipulator.java\n\nUpdated (typos),2,1,3,0,0,-1.0
60b7d9b554b6ec32856829a794b3d210,2019-12-03T19:47:32Z,Update StringManipulator.java,4,4,8,0,0,-1.0
60b7d9b554b6ec32856829a794b3d210,2019-12-03T20:15:33Z,Update StringManipulator.java\n\nUpdated Version (typos),5,7,12,0,0,-1.0
60b7d9b554b6ec32856829a794b3d210,2019-12-03T20:43:49Z,Update StringManipulator.java\n\nUpdated (typos after ln 82),7,20,27,0,0,-1.0
60b7d9b554b6ec32856829a794b3d210,2019-12-04T04:25:55Z,Update StringManipulator.java\n\nUpdated Version (typos),7,24,31,0,0,-1.0
60b7d9b554b6ec32856829a794b3d210,2019-12-04T04:37:02Z,Update StringManipulator.java\n\nUpdated Version,12,12,24,0,0,-1.0
60b7d9b554b6ec32856829a794b3d210,2019-12-04T04:46:33Z,Update StringManipulator.java,2,2,4,0,0,-1.0
60b7d9b554b6ec32856829a794b3d210,2019-12-04T04:53:46Z,Update StringManipulator.java,5,5,10,0,0,-1.0
60b7d9b554b6ec32856829a794b3d210,2019-12-04T05:29:50Z,Update StringManipulator.java,124,130,254,0,0,-1.0
60b7d9b554b6ec32856829a794b3d210,2019-12-04T05:32:09Z,Update StringManipulator.java\n\nUpdated Version,1,1,2,0,0,-1.0
60b7d9b554b6ec32856829a794b3d210,2019-12-04T05:36:36Z,Update StringManipulator.java\n\nUpdated Version,1,1,2,0,0,-1.0
60b7d9b554b6ec32856829a794b3d210,2019-12-04T05:42:10Z,Update StringManipulator.java,3,3,6,0,0,-1.0
60b7d9b554b6ec32856829a794b3d210,2019-12-04T05:44:57Z,Update StringManipulator.java\n\nUpdated Version,1,1,2,0,0,-1.0
60b7d9b554b6ec32856829a794b3d210,2019-12-04T05:50:34Z,Update StringManipulator.java,2,2,4,0,0,-1.0
a413cffc0d030846d74632fa1313f849,2019-10-22T18:12:44Z,Created all the methods and implemented them with logic for a user to interact with and change a chosen sentance/String using these methods,167,84,251,8,8,1.0
a413cffc0d030846d74632fa1313f849,2019-10-12T03:22:21Z,Initial commit,556,0,556,0,8,0.0
35277e805c619d5e34391090b9ffeb26,2019-10-22T00:48:39Z,fixing bugs,10,8,18,8,8,1.0
35277e805c619d5e34391090b9ffeb26,2019-10-22T00:50:47Z,fixing bugs,1,2,3,8,8,1.0
35277e805c619d5e34391090b9ffeb26,2019-10-22T01:53:19Z,commenting lines,4,9,13,8,8,1.0
35277e805c619d5e34391090b9ffeb26,2019-10-22T02:00:35Z,Update README.md,3,3,6,8,8,1.0
35277e805c619d5e34391090b9ffeb26,2019-10-22T02:00:56Z,Update README.md,1,1,2,8,8,1.0
35277e805c619d5e34391090b9ffeb26,2019-10-22T02:01:10Z,Update README.md,1,1,2,8,8,1.0
35277e805c619d5e34391090b9ffeb26,2019-10-13T17:00:16Z,Initial commit,556,0,556,0,8,0.0
35277e805c619d5e34391090b9ffeb26,2019-10-20T17:57:13Z,Looking for bugs in finished functions,252,19,271,0,0,-1.0
35277e805c619d5e34391090b9ffeb26,2019-10-21T23:16:55Z,fixing bugs,26,21,47,0,0,-1.0
35277e805c619d5e34391090b9ffeb26,2019-10-21T23:31:43Z,fixing bugs,3,3,6,6,8,0.75
35277e805c619d5e34391090b9ffeb26,2019-10-21T23:50:22Z,fixing bugs,1,1,2,6,8,0.75
35277e805c619d5e34391090b9ffeb26,2019-10-22T01:40:34Z,fixing bugs,63,109,172,0,0,-1.0
fd4b32e1e87af20c5229ab79def2f18d,2019-10-17T23:42:36Z,Cleaning up code and adjusting functionality,64,34,98,8,8,1.0
fd4b32e1e87af20c5229ab79def2f18d,2019-10-17T21:59:38Z,Initial commit. Added the majority of the program functionality -- still need to debug and revise some code.,202,12,214,6,8,0.75
3e0063c557acb3fc332d4b82ba6b3e41,2019-10-20T05:52:58Z,test methods 2,2,1,3,8,8,1.0
3e0063c557acb3fc332d4b82ba6b3e41,2019-10-23T01:32:33Z,main method done,37,18,55,8,8,1.0
3e0063c557acb3fc332d4b82ba6b3e41,2019-10-23T01:46:45Z,Update README.md,3,2,5,8,8,1.0
3e0063c557acb3fc332d4b82ba6b3e41,2019-10-23T02:13:50Z,method 2,42,23,65,8,8,1.0
3e0063c557acb3fc332d4b82ba6b3e41,2019-10-11T19:30:44Z,Initial commit,556,0,556,0,8,0.0
3e0063c557acb3fc332d4b82ba6b3e41,2019-10-20T05:42:54Z,test methods,84,14,98,5,8,0.625
b1b47e9e49439cf663d2f532b6b2739d,2019-10-13T15:00:09Z,Initial commit,556,0,556,0,8,0.0
b1b47e9e49439cf663d2f532b6b2739d,2019-10-13T16:22:48Z,"Updated readme, wrote the first 4 methods",52,11,63,0,8,0.0
b1b47e9e49439cf663d2f532b6b2739d,2019-10-21T06:30:35Z,"finished methods, not tested",44,6,50,0,8,0.0
b1b47e9e49439cf663d2f532b6b2739d,2019-10-23T06:07:39Z,"updated methods, adding logic to allow commands from user",131,13,144,4,8,0.5
b1b47e9e49439cf663d2f532b6b2739d,2019-10-23T06:57:34Z,"added logic for all commands, replace single doesnt work",46,2,48,4,8,0.5
d479449b7bec9d1b128ad0e2dbbb0b4d,2019-10-23T01:05:54Z,Final Version - Finished -,58,83,141,8,8,1.0
d479449b7bec9d1b128ad0e2dbbb0b4d,2019-10-23T01:07:25Z,Update README.md,2,2,4,8,8,1.0
d479449b7bec9d1b128ad0e2dbbb0b4d,2019-10-13T17:37:18Z,Initial commit,556,0,556,0,8,0.0
d479449b7bec9d1b128ad0e2dbbb0b4d,2019-10-13T18:58:31Z,Version 1.0 - Unfinished -,6,2,8,0,8,0.0
d479449b7bec9d1b128ad0e2dbbb0b4d,2019-10-20T01:31:11Z,Version 2.0 - Unfinished,43,8,51,0,8,0.0
d479449b7bec9d1b128ad0e2dbbb0b4d,2019-10-20T18:57:31Z,Version 3.0 - Unfinished -,56,42,98,0,0,-1.0
d479449b7bec9d1b128ad0e2dbbb0b4d,2019-10-21T00:17:20Z,Version 4.0 - Unfinished -,38,27,65,0,0,-1.0
d479449b7bec9d1b128ad0e2dbbb0b4d,2019-10-22T02:14:02Z,Version 5.0,32,34,66,4,8,0.5
d479449b7bec9d1b128ad0e2dbbb0b4d,2019-10-22T04:55:12Z,Version 6.0 - Unfinished -,32,17,49,6,8,0.75
2fbb52741306a35461fcf458874ee741,2019-10-22T00:18:49Z,Initial commit,556,0,556,0,8,0.0
2fbb52741306a35461fcf458874ee741,2019-10-23T06:07:00Z,Update StringManipulator.java,16,6,22,0,8,0.0
7e567f1da1c4f05fd04e46a1a2a397b6,2019-10-11T07:39:36Z,"completed validateString, validateStringContainsChar, replaceAll, validateOccurance, replaceSingle, and remove methods, and implemented them all into the main method.",236,17,253,8,8,1.0
7e567f1da1c4f05fd04e46a1a2a397b6,2019-10-10T07:18:54Z,Initial commit,556,0,556,0,8,0.0
385057e7fe2f92768a93f6c2dc98da1a,2019-10-15T01:51:37Z,Initial commit,556,0,556,0,8,0.0
385057e7fe2f92768a93f6c2dc98da1a,2019-10-23T06:58:16Z,Lab 3\n\nFinal submission,124,94,218,6,8,0.75
ac040ee674ac3f35f813b9799c1e8de5,2019-10-21T18:23:59Z,Initial commit,556,0,556,0,8,0.0
23d7579d3925aced0760fdbdf9996a2d,2019-10-13T16:54:45Z,Initial commit,556,0,556,0,8,0.0
23d7579d3925aced0760fdbdf9996a2d,2019-10-18T00:15:07Z,"Final Submission, Works as expected",2,0,2,0,0,-1.0
77ccb4743d35ae837cab5c057e71befe,2019-10-19T08:34:17Z,further bug fixing of validateOccurance,6,2,8,8,8,1.0
77ccb4743d35ae837cab5c057e71befe,2019-10-19T08:38:56Z,removed redundant code,1,5,6,8,8,1.0
77ccb4743d35ae837cab5c057e71befe,2019-10-19T08:42:03Z,Added comment to main method,4,1,5,8,8,1.0
77ccb4743d35ae837cab5c057e71befe,2019-10-19T08:43:12Z,Update README.md,1,1,2,8,8,1.0
77ccb4743d35ae837cab5c057e71befe,2019-10-13T19:23:48Z,Initial commit,556,0,556,0,8,0.0
77ccb4743d35ae837cab5c057e71befe,2019-10-19T08:07:14Z,First edit,202,17,219,7,8,0.875
77ccb4743d35ae837cab5c057e71befe,2019-10-19T08:08:24Z,Update README.md,4,2,6,7,8,0.875
77ccb4743d35ae837cab5c057e71befe,2019-10-19T08:17:54Z,fixed validateOccurance,1,1,2,7,8,0.875
1f9bfb21ac3ed6ecbb2e447507c516b4,2019-10-24T01:04:29Z,"forgot a bracket, didn't see travis until now, but it is fixed and everything should be working properly sorry its late but I am still trying to understand Travis",1,1,2,8,8,1.0
1f9bfb21ac3ed6ecbb2e447507c516b4,2019-10-13T17:27:33Z,finished the whole lab,11,71,82,0,0,-1.0
1f9bfb21ac3ed6ecbb2e447507c516b4,2019-10-13T17:28:54Z,Update README.md,1,0,1,0,0,-1.0
e4760d7c3e16e8c480f02dd1ccf9d48e,2019-10-15T04:40:09Z,Initial commit,556,0,556,0,8,0.0
e4760d7c3e16e8c480f02dd1ccf9d48e,2019-10-23T02:53:33Z,This program manipulates inputted strings.,240,71,311,0,0,-1.0
e4760d7c3e16e8c480f02dd1ccf9d48e,2019-10-23T04:23:05Z,Fixed lossy conversion from string to int,2,3,5,0,0,-1.0
e4760d7c3e16e8c480f02dd1ccf9d48e,2019-10-23T03:20:24Z,Fixed compilation error and some formatting.,59,49,108,0,0,-1.0
e4760d7c3e16e8c480f02dd1ccf9d48e,2019-10-23T04:29:43Z,"See Extended Description Concerning Compilation\n\nThis program successfully compiles in Eclipse, JGrasp, \n\nAtom, and the Ubuntu Terminal, but not in Travis CI, which is saying that I am using a lossy conversion from string to int. I do not know how to fix this issue. I would be happy to run my Github submission on my personal computer during your office hours or after class so we can address why this is not compiling. Thanks for your time. \n\n-Austin Morin",1,1,2,0,0,-1.0
baad0ba461ecd4a8be6f02d76ce4a705,2019-10-22T01:52:03Z,got all of the validates working hopefully,116,38,154,8,8,1.0
baad0ba461ecd4a8be6f02d76ce4a705,2019-10-22T21:31:25Z,updated the readme and cleaned up the comments,25,98,123,8,8,1.0
baad0ba461ecd4a8be6f02d76ce4a705,2019-10-13T15:39:13Z,Initial commit,556,0,556,0,8,0.0
baad0ba461ecd4a8be6f02d76ce4a705,2019-10-16T17:59:07Z,first git push,49,5,54,0,0,-1.0
baad0ba461ecd4a8be6f02d76ce4a705,2019-10-19T21:29:12Z,hopefully i can get further later,20,21,41,0,0,-1.0
baad0ba461ecd4a8be6f02d76ce4a705,2019-10-20T05:51:39Z,doing stuff,53,13,66,3,8,0.375
6a39528f9953bcc75b957e9b17f3a4ad,2019-10-18T01:34:45Z,created StringManipulator class and update readme,252,87,339,8,8,1.0
6a39528f9953bcc75b957e9b17f3a4ad,2019-10-18T01:37:34Z,Update README.md,3,1,4,8,8,1.0
28bc8fd779c7e2cce87160782c0b3f6c,2019-10-13T16:46:56Z,"Implemented a scanner, menu, validateString, validateStringContainsChar, printReverse, replaceAll, validateOccurance and started the replace single method.",20,25,45,0,0,-1.0
28bc8fd779c7e2cce87160782c0b3f6c,2019-10-13T16:48:01Z,"Implemented a scanner, menu, validateString, validateStringContainsChar, printReverse, replaceAll, validateOccurance and started the replace single method.",99,39,138,0,0,-1.0
28bc8fd779c7e2cce87160782c0b3f6c,2019-10-21T00:34:23Z,made a lot of changes to functions of string manipulator and added a method for getChar getCharNew and getInt that will ask for inputs from the user,174,87,261,4,8,0.5
28bc8fd779c7e2cce87160782c0b3f6c,2019-10-23T00:51:25Z,finished all of the methods that they work as inteded,11,13,24,0,0,-1.0
25532d9bf12145a30eee3e8aeb550864,2019-10-22T00:32:35Z,Update StringManipulator.java,268,37,305,8,8,1.0
25532d9bf12145a30eee3e8aeb550864,2019-10-22T00:34:50Z,Update README.md,2,2,4,8,8,1.0
25532d9bf12145a30eee3e8aeb550864,2019-10-13T01:08:28Z,Initial commit,556,0,556,0,8,0.0
e7d6a368d4d0843fbfa880bbf122be88,2019-10-23T05:54:59Z,Add files via upload,203,77,280,8,8,1.0
e7d6a368d4d0843fbfa880bbf122be88,2019-10-23T05:55:27Z,Update README.md,2,2,4,8,8,1.0
e7d6a368d4d0843fbfa880bbf122be88,2019-10-22T06:45:04Z,Initial commit,556,0,556,0,8,0.0
09d21c6e727433c00b2ac4ad2f8a7fa9,2019-10-22T01:31:57Z,Initial commit,556,0,556,0,8,0.0
09d21c6e727433c00b2ac4ad2f8a7fa9,2019-10-22T06:01:46Z,Added functionality,217,17,234,6,8,0.75
09d21c6e727433c00b2ac4ad2f8a7fa9,2019-10-23T00:45:09Z,added lowercase check,9,0,9,6,8,0.75
09d21c6e727433c00b2ac4ad2f8a7fa9,2019-10-23T05:25:34Z,facelifted the main method,59,72,131,6,8,0.75
09d21c6e727433c00b2ac4ad2f8a7fa9,2019-10-23T05:35:13Z,fixed replacedSingle,5,4,9,6,8,0.75
3682df6a72cd6e7d3740e80156930b7e,2019-10-13T16:54:36Z,Initial commit,556,0,556,0,8,0.0
3682df6a72cd6e7d3740e80156930b7e,2019-10-13T18:44:40Z,a summary of the changes,121,18,139,0,0,-1.0
4c3fb65d710265d0e0474a0aa247d94b,2019-10-23T02:48:54Z,Implemented text manipulation functions; implemented user functions; changed ReadMe,151,63,214,8,8,1.0
4c3fb65d710265d0e0474a0aa247d94b,2019-10-22T23:00:11Z,Initial commit,556,0,556,0,8,0.0
2c1b05e39ea9e2f2cd46217c34088d80,2019-10-13T17:11:34Z,Initial commit,556,0,556,0,8,0.0
2c1b05e39ea9e2f2cd46217c34088d80,2019-10-13T18:48:32Z,defined 2 methods,24,8,32,0,0,-1.0
2c1b05e39ea9e2f2cd46217c34088d80,2019-10-21T23:16:32Z,commented out some code in main method,14,7,21,0,0,-1.0
8da3cf0c67410fed69a0dbc0aacf8ab7,2019-10-13T17:21:59Z,Initial commit,556,0,556,0,8,0.0
8da3cf0c67410fed69a0dbc0aacf8ab7,2019-10-23T02:25:29Z,Updating and correcting test cases,130,7,137,0,0,-1.0
8da3cf0c67410fed69a0dbc0aacf8ab7,2019-10-23T04:53:45Z,Updated version,40,28,68,2,8,0.25
8da3cf0c67410fed69a0dbc0aacf8ab7,2019-10-23T06:53:05Z,Final Version,130,40,170,0,0,-1.0
8da3cf0c67410fed69a0dbc0aacf8ab7,2019-10-29T17:20:47Z,Fixed comment,1,1,2,3,8,0.375
52776719235779e065d5726c23ec311a,2019-10-21T23:23:48Z,implemented all methods,156,84,240,8,8,1.0
52776719235779e065d5726c23ec311a,2019-10-10T21:57:53Z,Initial commit,556,0,556,0,8,0.0
9b4829f3e907721d6113ed5c4e1b0557,2019-10-15T17:07:03Z,Initial commit,556,0,556,0,8,0.0
9b4829f3e907721d6113ed5c4e1b0557,2019-10-15T18:45:33Z,Update README.md,125,2,127,0,8,0.0
9b4829f3e907721d6113ed5c4e1b0557,2019-10-16T08:29:25Z,Update README.md,30,4,34,0,8,0.0
9b4829f3e907721d6113ed5c4e1b0557,2019-10-17T01:06:16Z,Update README.md,157,124,281,0,8,0.0
9b4829f3e907721d6113ed5c4e1b0557,2019-10-20T07:28:25Z,Update README.md,59,19,78,0,8,0.0
9b4829f3e907721d6113ed5c4e1b0557,2019-10-21T04:55:25Z,Update README.md,28,14,42,0,8,0.0
9b4829f3e907721d6113ed5c4e1b0557,2019-10-21T06:38:49Z,Update README.md,9,1,10,0,8,0.0
9b4829f3e907721d6113ed5c4e1b0557,2019-10-22T05:23:45Z,Update README.md,67,66,133,0,8,0.0
9b4829f3e907721d6113ed5c4e1b0557,2019-10-22T18:09:12Z,Update README.md,12,22,34,0,8,0.0
9b4829f3e907721d6113ed5c4e1b0557,2019-10-23T05:33:22Z,Update StringManipulator.java,222,99,321,0,0,-1.0
9b4829f3e907721d6113ed5c4e1b0557,2019-10-23T05:35:11Z,Update README.md,1,235,236,0,0,-1.0
67dc9282fcb6e66a2a42bfed53b51c74,2019-10-23T02:22:57Z,Update StringManipulator.java,151,106,257,8,8,1.0
67dc9282fcb6e66a2a42bfed53b51c74,2019-10-23T02:26:40Z,Update README.md,2,2,4,8,8,1.0
67dc9282fcb6e66a2a42bfed53b51c74,2019-10-22T21:59:14Z,Initial commit,556,0,556,0,8,0.0
