repo_url,timestamp_fp,timestamp_sp,percent_passed,day_1,day_2,day_3,day_4,day_5,day_6,day_7,day_8,day_9,day_10,day_11,day_12,day_13,day_14
0d8c891b22f60e5486e69650010a49a4,2019-10-10T15:27:09Z,2019-10-10T16:26:36Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
af4e9f4b04c8237c3e42ab69fac9262e,2019-10-11T21:44:08Z,2019-10-12T07:37:17Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8ae923b3cefe6b96dcc33931d7459a61,2019-10-13T22:47:29Z,2019-10-14T21:23:38Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
088ea9aa22f3de0ae3198bab830a3bd7,2019-10-14T22:11:00Z,2019-10-15T00:51:10Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06031ff12b14bd2ea6a5214ae4b7a978,2019-10-10T19:59:13Z,2019-10-14T21:08:51Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15f55a8e2302f91e099648eb59089b18,2019-10-10T17:07:34Z,2019-10-10T18:05:17Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37287cbd89f5620365d58f192414c0ac,2019-10-22T05:13:59Z,2019-10-23T06:38:51Z,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f2f13a82349a034ca8db3e4a61b00b5e,2019-10-15T03:08:09Z,2019-10-17T23:52:46Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7beb495bcc3a600414f6a4eb629b35de,2019-10-12T19:10:50Z,2019-10-15T17:18:08Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
063846b1670d38305f530f8b172efbfe,2019-10-13T22:20:57Z,2019-10-14T20:47:46Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
091633e9804b6182ca9fad8dd4e90f17,2019-10-15T22:54:31Z,None,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ca5aecc4c53c9f9ece61784064e356f7,2019-10-13T19:37:40Z,2019-10-13T23:31:48Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5c01112fb91a146b0534219868b45ca5,2019-10-15T20:47:20Z,2019-10-16T00:33:03Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3ac43ffc9d7acc71b47cf740e12a4ea3,2019-10-19T23:22:51Z,2019-10-19T23:24:48Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48faf3082489c7a2e733552449cc23cd,2019-10-11T22:42:53Z,2019-10-12T19:08:48Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b66ec4a28451b3276f764dc4327e4700,2019-10-15T20:43:01Z,None,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fdbea8fa2f28e660530684ec07f85bfa,2019-10-15T20:59:06Z,2019-10-15T22:06:54Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5a33419dfcf1ebd3491f525104c9594f,2019-10-10T22:08:21Z,2019-10-11T02:16:18Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331e4e97f405186e1eda9fa1398dc693,2019-10-14T22:53:10Z,2019-10-15T19:50:29Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5c04c48482962c6fdad41e36df3a9937,2019-10-15T16:22:55Z,2019-10-15T18:43:22Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06a041e8bd26b675591084a99baccce8,2019-10-13T23:43:57Z,2019-10-15T18:24:18Z,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54d0da563083cb80d3bf7c39cc202c19,2019-10-23T00:26:32Z,None,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93874b59f92cb6b4ff1678ec89327bcf,2019-10-13T23:57:32Z,None,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324c3c9c8b4421128019a69b21f82f9d,2019-10-13T20:00:01Z,2019-10-15T04:28:02Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cc6b9e559cbc857dd4e8abacde70c7ce,2019-10-14T21:12:30Z,2019-10-14T22:49:47Z,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
df8d231c77875ff9b94cd77c925b458f,2019-10-11T20:33:58Z,2019-10-15T15:38:12Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a93362a1315bb7aa7bedab876784604b,2019-10-10T16:29:57Z,2019-10-10T17:27:24Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
941607f9a97dabbfffb745f1cd8f8f9b,2019-10-23T01:12:06Z,None,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dd9938adb083be8cd57d87a010c3c408,2019-10-15T00:08:39Z,2019-10-15T02:43:41Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7f9ed5ed83c56257653cbee33bdcffe5,2019-10-19T07:35:35Z,2019-10-23T00:12:38Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bba45183bb579534567c631425fd9617,2019-10-10T22:39:09Z,2019-10-14T23:05:12Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2d96bdcc423f4eca0f24a3f482494886,2019-10-15T17:19:21Z,None,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4df45a49c279f0c904a47c9b56aab594,2019-10-12T19:22:50Z,2019-10-21T21:26:18Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53b5b80c6a58a70ff95543a107862813,2019-10-14T22:38:16Z,2019-10-14T22:40:00Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c60df6e5d79fbf98fec5bf3c05275e8b,2019-10-15T20:46:16Z,2019-10-21T23:24:38Z,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
73c4995d4257ff5930155d27c490bf89,2019-10-10T23:11:03Z,2019-10-10T23:58:49Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428ad48af0fac7a755cff0d156eb035d,2019-10-23T02:23:10Z,2019-10-23T06:21:28Z,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5d9c0740a0a3db49fe9d8389d137fce7,2019-10-15T20:54:42Z,2019-10-15T21:41:10Z,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
70f9629dde3b7d689f00442c96aa44cb,2019-10-15T21:18:55Z,2019-10-22T22:53:46Z,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b9ba448db8a808a468b06ab576c1d0c4,2019-10-14T20:22:43Z,2019-10-15T07:17:55Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3f492ae9ca1109be4bea34e248c958be,2019-10-13T20:10:42Z,2019-10-14T01:32:25Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58a7692e3048795a83eccd80ac7d5f1a,2019-10-13T20:17:53Z,2019-10-21T19:43:02Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4c172a0d7a7780d80b7c5ffdeced06b6,2019-10-21T17:18:31Z,2019-10-21T19:27:43Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4e5fa1c428d95980255b4c52fb84c36b,None,None,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e60a275c5ee71e0140d0bd89f2c7b4c0,2019-10-11T00:00:13Z,2019-10-15T05:00:08Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264227073e162dfbb1e27c65e4cbc27c,2019-10-10T19:29:31Z,2019-10-13T21:03:42Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06071b3fbe8cf4780404e6a06b0e7a86,2019-10-19T21:19:38Z,2019-10-25T01:08:22Z,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e07d7c4f0a1c99deac8beabec8a28870,2019-10-14T20:45:25Z,2019-10-14T22:09:59Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82216a3eb60c07d0fe36f59a6c215d9c,2019-10-10T20:03:35Z,2019-10-14T21:54:57Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4171ef5bc8e29b6d2332c1625390f88a,2019-10-14T17:47:30Z,2019-10-14T22:06:52Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b39ea2bd58f2a1747379ef82927deff9,2019-10-10T20:52:06Z,2019-10-11T18:43:59Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7be870569a0eb9666259b0d3be6da919,2019-10-10T20:23:38Z,2019-10-20T18:45:35Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83ce75c8e9f5c71bb15eafbadc438d27,2019-10-21T21:37:08Z,2019-10-22T21:53:16Z,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8ea5b2322c248ee4fad7a33d37e3ae50,2019-10-20T22:14:07Z,2019-10-20T23:59:09Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76380b45a0c2180f9055515599c0565d,2019-10-11T20:18:05Z,2019-10-12T00:39:02Z,0.75,0,0,0,0,0,0,0,0,0,1,0,1,1,1
129cef1f16c24617e57669583ddd0276,2019-10-10T20:55:09Z,2019-10-15T18:08:20Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6a7268f361eb5b98fe1168295a93b325,2019-10-12T18:38:06Z,2019-10-20T03:40:06Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f2df080f36e245a20c139257dccb0bb2,2019-10-15T17:02:46Z,2019-10-15T18:07:46Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09cba3366459c29340b759597bfa0554,2019-10-14T20:57:29Z,2019-10-14T21:21:11Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a1be932b5e97f9b64ba7666d4d174ccf,2019-10-10T16:47:49Z,2019-10-11T22:58:14Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f01c6d2466ad35902d87f7a6cb81222f,2019-10-10T19:24:59Z,2019-10-14T02:57:23Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1750d74f9223de4e874a177a24f09ad3,2019-10-21T18:13:07Z,None,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ea308ea0677bfeb3524cdcc5fc91d77b,2019-10-23T04:28:55Z,None,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2864ce8d0e34c514df3eeace514b2ed8,2019-10-10T20:45:48Z,2019-10-16T03:24:01Z,0.0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
1aa267ae02c733ef486a1b0cf92f34e4,None,None,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47dd0e7b3cffec3061383ce4687c2b11,2019-10-12T04:55:19Z,2019-10-14T20:18:40Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
088c7486b6a296dc56904f66a0172360,2019-10-11T04:38:13Z,2019-10-19T08:06:25Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7400f5742c0a16e37d030866c11c9945,2019-10-13T15:35:30Z,2019-10-23T02:46:21Z,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0009422a20973b2eb4d6f4c4302da50,2019-10-20T09:20:01Z,2019-10-22T07:43:07Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ce53ba0e10791a11389f213ad631b6ac,2019-10-23T00:42:35Z,None,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9634a3b675b258e080337d7f81ff04ce,2019-10-12T23:30:21Z,2019-10-15T00:42:30Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8307d0a0e8f3d03b6f5fd9ba1972c0ee,2019-10-12T03:31:38Z,2019-10-13T00:36:15Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25532d9bf12145a30eee3e8aeb550864,2019-10-13T01:08:28Z,2019-10-22T00:32:35Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28bc8fd779c7e2cce87160782c0b3f6c,2019-10-13T16:46:56Z,2019-10-13T16:48:01Z,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83f55f84ff5ab960097c0926dceb6a6b,2019-10-10T18:30:23Z,2019-10-13T21:11:28Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9b4829f3e907721d6113ed5c4e1b0557,2019-10-15T17:07:03Z,2019-10-15T18:45:33Z,0.0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
cc1655f14d691ce3b1b6eae3afaf177c,2019-10-20T21:26:32Z,None,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c7ce2d7f944786d8530a03c52ff892de,2019-10-22T17:08:40Z,2019-10-22T17:15:48Z,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d0387c14edd846e54ae2f1389b9b79c0,2019-10-10T20:29:24Z,2019-10-10T20:43:22Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35277e805c619d5e34391090b9ffeb26,2019-10-13T17:00:16Z,2019-10-20T17:57:13Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1f9bfb21ac3ed6ecbb2e447507c516b4,2019-10-13T17:27:33Z,2019-10-13T17:28:54Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ac040ee674ac3f35f813b9799c1e8de5,2019-10-21T18:23:59Z,None,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54650a6ce7e90b5a08dd945aa0db5ca5,2019-10-22T23:03:52Z,2019-10-22T23:27:59Z,0.375,1,1,1,1,1,1,1,1,1,1,1,1,1,1
f3f8a662aa654dd633c67edd6117eba0,2019-10-15T17:05:29Z,2019-10-15T18:46:47Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77ccb4743d35ae837cab5c057e71befe,2019-10-13T19:23:48Z,2019-10-19T08:07:14Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fd4b32e1e87af20c5229ab79def2f18d,2019-10-17T21:59:38Z,2019-10-17T23:42:36Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8da3cf0c67410fed69a0dbc0aacf8ab7,2019-10-13T17:21:59Z,2019-10-23T02:25:29Z,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9ad9e973af852b1ab6e9284f452731bb,2019-10-15T17:28:05Z,2019-10-23T08:37:16Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
942fb87f07c92365befd04437a5654c3,2019-10-13T15:01:28Z,2019-10-13T16:51:53Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d8f1e63a9c936f533de9510a61697bbe,2019-10-13T16:58:13Z,2019-10-20T22:31:52Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5eb51e619ca1f408ebc8a87681376aa1,2019-10-21T00:37:23Z,2019-10-23T03:18:50Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ab5d7f14cda9e89cc71e1d071926fbdd,2019-10-14T21:51:21Z,2019-10-15T17:02:01Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2fbb52741306a35461fcf458874ee741,2019-10-22T00:18:49Z,2019-10-23T06:07:00Z,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b8b78c732c79d83bbdc49ddc6dae150a,2019-10-12T20:28:16Z,2019-10-13T03:51:38Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2c1b05e39ea9e2f2cd46217c34088d80,2019-10-13T17:11:34Z,2019-10-13T18:48:32Z,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4c3fb65d710265d0e0474a0aa247d94b,2019-10-22T23:00:11Z,2019-10-23T02:48:54Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58be439de4a1012c6ba1c86c8cff892c,2019-10-13T14:50:18Z,2019-10-21T00:03:03Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a95a71ca39aa2b0a1b0b20b368cbe353,2019-10-12T00:20:55Z,2019-10-23T04:27:37Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7e567f1da1c4f05fd04e46a1a2a397b6,2019-10-10T07:18:54Z,2019-10-11T07:39:36Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e4760d7c3e16e8c480f02dd1ccf9d48e,2019-10-15T04:40:09Z,2019-10-23T02:53:33Z,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46893a37796ca5ce9a0f11d226f6efce,2019-10-20T04:24:24Z,None,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23d7579d3925aced0760fdbdf9996a2d,2019-10-13T16:54:45Z,2019-10-18T00:15:07Z,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30cb82675b2c6cfd46b6811465bdc353,2019-10-23T00:32:44Z,2019-10-23T06:50:42Z,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09d21c6e727433c00b2ac4ad2f8a7fa9,2019-10-22T01:31:57Z,2019-10-22T06:01:46Z,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3682df6a72cd6e7d3740e80156930b7e,2019-10-13T16:54:36Z,2019-10-13T18:44:40Z,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d5640462bac623055b32d1b16d57c8a7,2019-10-20T05:53:54Z,2019-10-23T03:31:07Z,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0
becec7e6f3255e280d9b258b53cbebf3,2019-10-13T14:58:52Z,2019-10-13T15:02:32Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559d028664c229fa9fb731d14c41c91c,2019-10-13T14:59:32Z,2019-10-17T20:46:27Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ce16b4956de2a30c21bee05e59b9bcf6,2019-10-12T21:43:33Z,2019-10-17T23:41:21Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46eed3e009a3baefbff0f2882a1a1201,2019-10-13T21:31:42Z,2019-10-13T22:40:26Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6a39528f9953bcc75b957e9b17f3a4ad,2019-10-18T01:34:45Z,2019-10-18T01:37:34Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75c61189aaff00dc25498d514aaaffdd,2019-10-15T16:57:51Z,2019-10-15T18:38:50Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9321683acb42dd46a18b5c3725ff0bdf,2019-10-22T21:08:16Z,2019-10-23T03:08:36Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41c969c2f0ce0ba77d60d8fb49775edd,2019-10-11T21:56:44Z,2019-10-13T04:44:16Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60a8ad0cf4b2f20d301e95103e69f112,2019-10-16T23:09:46Z,2019-10-21T08:08:59Z,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b16ecd575b5c245cb6c7e17928e866ff,2019-10-20T17:14:54Z,2019-10-21T05:34:56Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4f429b22038ef6163ef96d9927a43a6a,2019-10-16T22:53:57Z,2019-10-17T15:33:33Z,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3e0063c557acb3fc332d4b82ba6b3e41,2019-10-11T19:30:44Z,2019-10-20T05:42:54Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e7d6a368d4d0843fbfa880bbf122be88,2019-10-22T06:45:04Z,2019-10-23T05:54:59Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25028ea294baf3115c304014052d2565,None,None,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54bab9f847684930cfa031631809e4f6,2019-10-13T22:56:20Z,2019-10-22T07:26:03Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
baad0ba461ecd4a8be6f02d76ce4a705,2019-10-13T15:39:13Z,2019-10-16T17:59:07Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cdeb5330ab9998974a302572a9803b02,2019-10-15T03:11:12Z,2019-10-15T17:42:45Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a66f0aef2a6f945e42bca47576da4f32,2019-10-20T17:09:23Z,2019-10-22T18:53:00Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167ae1caeee34b99a6a0e267ed17a25c,2019-10-12T20:09:33Z,2019-10-20T22:55:37Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52776719235779e065d5726c23ec311a,2019-10-10T21:57:53Z,2019-10-21T23:23:48Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b1b47e9e49439cf663d2f532b6b2739d,2019-10-13T15:00:09Z,2019-10-13T16:22:48Z,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d479449b7bec9d1b128ad0e2dbbb0b4d,2019-10-13T17:37:18Z,2019-10-13T18:58:31Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67dc9282fcb6e66a2a42bfed53b51c74,2019-10-22T21:59:14Z,2019-10-23T02:22:57Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93564e1dde29c770cbbc47f54f1d8e0b,2019-10-20T01:14:34Z,2019-10-21T21:57:45Z,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385057e7fe2f92768a93f6c2dc98da1a,2019-10-15T01:51:37Z,2019-10-23T06:58:16Z,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d6627c2192d17dbb16d03cef6b528047,2019-10-15T17:28:40Z,2019-10-18T07:00:28Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0fbb301f9cfb0b85538cbc4bc3f41c3c,2019-10-11T20:13:35Z,2019-10-11T23:21:29Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60b7d9b554b6ec32856829a794b3d210,2019-10-17T18:04:43Z,2019-11-04T05:24:18Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cffe0597ee7726fc75089f9218770f1a,2019-10-13T15:02:12Z,2019-10-13T16:06:43Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a69f0cc027d72a35e96d9ee7f84da64a,2019-10-16T00:29:39Z,None,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a413cffc0d030846d74632fa1313f849,2019-10-12T03:22:21Z,2019-10-22T18:12:44Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c2ddc5e4f7e28bf7a8d8584c87ddbca9,2019-11-01T01:06:14Z,2019-11-04T04:24:26Z,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50e4d54250543dc6e39b4268e07bb849,2019-11-04T04:07:30Z,2019-11-04T04:29:11Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5eefc83d51faa3ebdf48e25bdedaee3b,2019-11-03T23:51:25Z,2019-11-04T04:30:41Z,0.875,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75a8bb9005e375686bda15ed7a44e534,2019-11-04T00:39:23Z,2019-11-04T04:54:15Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51baaa85dae751b1d390543d82454268,2019-10-28T20:15:43Z,2019-11-04T06:08:07Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51baaa85dae751b1d390543d82454268,2019-10-28T20:15:43Z,2019-11-04T06:08:07Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7b48ef3b6e069d472649d14cbd761143,2019-11-04T05:27:26Z,2019-11-04T06:30:53Z,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7b48ef3b6e069d472649d14cbd761143,2019-11-04T05:27:26Z,2019-11-04T06:30:53Z,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555722a33f9cee00a89c691632fc1f16,2019-11-04T05:02:31Z,2019-11-04T07:14:05Z,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0c693cc65ee5de1e8c60809460881737,2019-11-04T07:18:00Z,2019-11-04T07:29:31Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0c693cc65ee5de1e8c60809460881737,2019-11-04T07:18:00Z,2019-11-04T07:29:31Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2c9f9dc71a8004dff8460f8b9b08d1c1,2019-11-04T07:34:34Z,2019-11-04T07:37:27Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3b4dbda65b2cba8c06cf658b168d33e4,2019-11-03T15:56:24Z,2019-11-04T07:40:48Z,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3b4dbda65b2cba8c06cf658b168d33e4,2019-11-03T15:56:24Z,2019-11-04T07:40:48Z,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f5f41116c339fea29a5f474c3f36a038,2019-11-03T01:03:06Z,2019-11-04T07:47:51Z,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56721986958d684fdb06ab3e5cd04056,2019-11-04T19:49:52Z,2019-11-04T20:39:05Z,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64b803790f94556d1d10a0d97a020293,2019-11-06T04:29:02Z,2019-11-06T04:29:47Z,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4430588eadfe13bb88c2ed01e26d7b24,2019-10-28T20:45:26Z,None,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d05fa7db24da5ebab4b8e2f40898d01a,2019-10-29T17:28:58Z,None,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e97b15db2df773ebb0de7f4a39df2435,2019-10-27T07:00:11Z,None,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d71dd08dbeb7ae11841dd91b503b0393,2019-10-27T16:52:38Z,None,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d71dd08dbeb7ae11841dd91b503b0393,2019-10-27T16:52:38Z,None,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
